id,age,gender,area,status,education,consuptionAbility,device,work,connectionType,behavior
23114,15,,1,,,,,,,
23115,17,,13,,,,,,,10
23116,31,,,,,,,,,
23117,16,1,62,,4,,,,2,52
23118,,,37,,,,,,,
23119,31,,,,,,,,,
23120,,,394,,,,,,,
23121,8,,,,,,,,,
23122,,,1,,,,,,,
23123,2,1,6,4,,,,,,
23124,31,,,,,,,,,
23125,13,1,38,,1,,,,4,7
23126,,,1,,,,,,,
23127,31,,,,,,,,,
23128,,,93,,,,,,,2
23129,3,,,,,,,,,
23130,,,1,,,,,,,
23131,34,,1,2,,,,,,
23132,20,1,4,,,,,,,6
23133,,,64,,,,,,,
23134,19,,,,,,,,,
23135,,,,,,,,,,
23136,,,,,,,,,,
23137,26,,1,,,,,,,
23138,,,1,,,,,,,
23139,31,,,,,,,,,
23140,4,,,,,,,,,
23141,11,,,,,,,,,
23142,3,,1,,5,,,,2,96
23143,,,1,,,,,,,
23144,3,,2,,3,,,,,8
23145,5,1,,,,,,,,56
23146,45,,,,,,,,,
23147,9,,,,,,,,,
23148,5,1,16,,,,,,,73
23149,26,1,201,,3,1,3,,4,13
23150,31,,,,,,,,,
23151,3,1,,,,,,,2,2
23152,,,1,,,,,,,
23153,,,,,,,,,,
23154,3,1,3,,,,,,,43
23155,9,,,,,,,,,
23156,6,,90,,,,,,,
23157,37,,,,,,,,,
23158,10,,,,,,,,,
23159,33,,1,,,,,,,
23160,,,,,,,,,,
23161,15,,,,,,,,,
23162,,,,,,,,,,
23163,40,1,2,,,,,,,159
23164,22,,20,,,,,,,29
23165,,,3,,,,,,,
23166,26,,1,,,,,,,
23167,17,,,,,,,,,
23168,25,,1,,,,,,,
23169,22,1,2,,,,,,,
23170,24,,1,,,,,,,
23171,,,,,,,,,,
23172,970,,12,6,,,,,,5
23173,,,,,,,,,,
23174,,,,,,,,,,
23175,27,,20,3,4,1,,,,8
23176,31,,,,,,,,,
23177,,,,,,,,,,
23178,31,,,,,,,,,
23179,3,,,,,,,,,
23180,,,,,,,,,,
23181,25,1,18,,,,,,,6
23182,23,,1,,,,,,,
23183,21,,1,,,,,,,
23184,,,,,,,,,,
23185,38,,,4,5,,,,,
23186,29,,,,,,,,,
23187,32,,72,,,,,,,
23188,7,,,,4,,,,2,21
23189,16,1,25,,,,,,2,24
23190,14,,2,,,,,,,
23191,,,,,,,,,,
23192,31,,,,,,,,,
23193,17,,54,,,,,,,
23194,24,,1,,,,,,,
23195,,,394,,,,,,,
23196,31,,,,,,,,,
23197,7,1,556,,,,2,,,9
23198,7,1,,,,,,,,7
23199,22,,1,,,,,,,
23200,15,,1,,,,,,,
23201,25,,132,,,,,,,
23202,,,,,,,,,,
23203,34,,3,,4,,,,,
23204,37,,,,,,,,,
23205,7,,,,,,,,,
23206,5,,54,,5,,,,,
23207,31,,,,,,,,,
23208,16,,1,,,,,,,12
23209,11,,,,,,,,,
23210,16,,17,,,,,,2,21
23211,12,,,,,,,,,
23212,9,,,,,,,,,
23213,16,,1,,,,,,,
23214,34,,3,,4,,,,,
23215,974,,10,,,,,,,
23216,22,1,94,,,,,,,
23217,,,,,,,,,,
23218,14,1,18,,,,,,,6
23219,12,,12,,,,,,,
23220,,,96,,,,,,,
23221,23,,9,,,,,,,
23222,31,,,,,,,,,
23223,31,,,,,,,,,
23224,27,,20,3,4,1,,,,8
23225,8,1,201,,3,1,3,,4,13
23226,20,,,,,,,,,
23227,,,2,,,,,,,
23228,,,93,,,,,,,2
23229,22,1,94,,,,,,,
23230,17,,1,,,,,,,
23231,7,1,556,,,,2,,,9
23232,4,,2,3,,,,,2,
23233,31,,,,,,,,,
23234,12,,1,,,,,,,8
23235,3,,,,,,,,,
23236,19,,,,,,,,,
23237,16,,1,,,,,,,
23238,,,,,,,,,,
23239,31,,1,,,,,,,
23240,31,,,,,,,,,
23241,16,1,25,,,,,,2,24
23242,980,,,,,,,,,43
23243,14,,1,,,,,,,
23244,6,,1,,,,,,,
23245,31,,31,,,,,,,
23246,3,,1,,,,,,,8
23247,3,1,3,,,,,,,43
23248,9,,1,,,,,,,
23249,8,,1,,,,,,,
23250,17,,1,,,,,,,
23251,6,,1,,,,,,,
23252,19,,47,,,,,,,31
23253,7,,3,,,,,,,
23254,,,3,,,,,,,
23255,3,,1,,,,,,,
23256,14,,44,3,,,,,,22
23257,2,1,6,4,,,,,,
23258,21,,,,,,,,,
23259,,1,,,,,1,,,2
23260,8,,1,,,,,,,
23261,,,1,,,,,,,
23262,10,,1,1,,,,,,8
23263,31,,,,,,,,,
23264,,,394,,,,,,,
23265,34,,1,2,,,,,,
23266,30,,1,,,,,,,
23267,23,,32,,4,,,,,44
23268,10,,,,,,,,,
23269,,,,,,,,,,
23270,7,,10,,,,,,,
23271,3,,,,,,,,,
23272,26,,54,,,,,,,
23273,5,1,18,,,,,,,6
23274,,,1,,,,,,,
23275,,,,,,,,,,
23276,,,3,,,,,,,
23277,,,,,,,,,,
23278,,,,,,,,,,
23279,,,,,,,,,,
23280,5,1,68,,,,,,,77
23281,,,,,,,,,,
23282,6,1,16,,,,,,,73
23283,,,1,,,,,,,
23284,,,1,,,,,,,
23285,47,,1,,,,,,3,11
23286,4,1,20,3,,,,,,
23287,11,,2,,,,,,,47
23288,20,,,,,,,,,
23289,34,,29,,,,,,,54
23290,3,1,25,,,,,,2,24
23291,29,,1,,,,,,,
23292,19,,,,,,,,,
23293,9,1,94,,,,,,,
23294,14,,,,,,,,,
23295,18,,17,,,,,,2,21
23296,37,,124,,,,,,,
23297,12,,,,,,,,,
23298,,,,,,,,,,
23299,8,,5,,,,,,,
23300,19,,,,,,,,,
23301,8,,,,,,,,,
23302,15,,,,,,,,,
23303,6,,42,,,,,,3,32
23304,,,,,,,,,,
23305,40,1,,,,,,,,
23306,12,,,,,,,,,
23307,13,,1,,,,,,,
23308,31,,,,,,,,,
23309,,,,,,,,,,
23310,984,,54,,,,,,,
23311,27,,,,,,,,,
23312,6,,1,,,,,,,
23313,9,,1,,,,,,,
23314,9,1,,,3,,,,,
23315,31,,,,,,,,,
23316,2,1,1,,,,,,,
23317,13,,,,,,,,,
23318,21,,1,,,,,,,2
23319,31,,,,,,,,,
23320,31,,,,,,,,,
23321,2,1,10,,,,,,,
23322,2,,1,,,,,,,
23323,,,,,,,,,,
23324,12,,52,,,,1,,2,
23325,8,,,,,,,,,
23326,980,,12,,,,,,,
23327,7,,60,,,,,,,34
23328,,,394,,,,,,,
23329,31,,,,,,,,,
23330,8,,,,,,,,,
23331,,,,,,,,,,
23332,27,,1,,,,,,,
23333,8,,2,,,,,,,
23334,22,,1,,,,,,,
23335,13,,,,,,,,,
23336,,,1,,,,,,,
23337,,,1,,,,,,,
23338,3,,3,,,,,,,221
23339,31,,,,,,,,,
23340,,,,,,,,,,
23341,18,,,,,,,,,
23342,19,,,,,,,,,
23343,,,,,,,,,,
23344,13,1,38,,1,,,,4,7
23345,7,,1,,,,,,,
23346,,,32,,,,,,,
23347,,,394,,,,,,,
23348,12,,11,,,,,,,
23349,6,,1,,,,,,,11
23350,3,,3,,1,,,,2,
23351,,,,,,,,,,
23352,3,,20,3,4,1,,,,8
23353,,,1,,,,,,,
23354,19,,2,,3,,,,,7
23355,8,1,201,,3,1,3,,4,13
23356,,,1,,,,,,,
23357,,,,,,,,,,
23358,,,4,,,,,,,
23359,22,,1,,,,,,,
23360,29,,80,,,,,,,38
23361,3,,,,,,,,,24
23362,22,1,42,,,,,,,
23363,3,,,,,,,,,
23364,12,,,,,,,,,
23365,9,1,,,,,,,,30
23366,,,,,,,,,,
23367,2,1,3,,,,,,,
23368,10,,7,,,,,,,4
23369,10,,1,1,,,,,,8
23370,5,,,,,,,,,
23371,47,,1,,,,,,3,11
23372,23,,9,,,,,,,
23373,19,,,,,,,,,
23374,16,,,,,,,,,
23375,31,,,,,,,,,
23376,14,,1,,,,,,,
23377,12,,,,,,,,,
23378,22,1,2,,,,,,,
23379,7,,2,,3,,,,,8
23380,33,,29,,,,,,,54
23381,16,,1,,,,,,,
23382,33,,14,,,,,,,
23383,31,,,,,,,,,
23384,10,,,,4,,,,2,24
23385,,,1,,,,,,,
23386,8,,1,,,,,,,
23387,16,,1,,,,,,,
23388,27,1,9,,,,,,,
23389,25,,1,,,,,,,
23390,31,,,,,,,,,
23391,47,,1,,,,,,3,11
23392,34,,1,,,,,,,
23393,45,,1,,,,,,,
23394,6,,1,,,,,,,
23395,9,,93,,,,,,,4
23396,19,,,,,,,,,
23397,15,,,,,,,,,
23398,10,,,,,,,,,
23399,23,,,,,,,,,
23400,11,,,,,,,,,13
23401,17,,1,,,,,,,
23402,11,,,,,,,,,
23403,,,1,,,,,,,
23404,,,60,,,,,,,
23405,16,,,,,,,,,
23406,4,,,,,,,,,3
23407,6,1,2,,,,,,,163
23408,,,,,,,,,,
23409,31,,,,,,,,,
23410,29,,,,,,,,,
23411,21,,,,,,,,,
23412,31,,,,,,,,,
23413,5,,,,4,,,,2,24
23414,31,,,,,,,,,
23415,,,1,,,,,,,
23416,31,,,,,,,,,
23417,4,,,,,,,,,3
23418,,,1,,,,,,,
23419,19,,,,,,,,,
23420,,,1,,,,,,,
23421,5,,10,,3,,,,,
23422,4,,,,,,,,,
23423,,,1,,,,,,,
23424,17,,,,,,,,,
23425,5,,,,,,,,,
23426,,,,,,,,,,
23427,31,,,,,,,,,
23428,31,,,,,,,,,
23429,975,,3,,,,,,,6
23430,,,,,,,,,,
23431,9,,1,,,,,,,
23432,,,,,,,,,,
23433,15,,,,,,,,,
23434,14,,1,,,,,,,
23435,,,1,,,,,,,
23436,6,1,94,,,,,,,
23437,31,,,,,,,,,
23438,9,,62,,,,,,,
23439,20,,1,,,,,,,
23440,14,,,,,,,,,
23441,,,,,,,,,,
23442,5,,,,,,,,,
23443,,,1,,,,,,,
23444,13,,1,,,,,,,
23445,,,1,,,,,,,
23446,31,,,,,,,,,
23447,21,,,,,,,,,
23448,6,,1,,,,,,,
23449,21,,,,,,,,,
23450,20,,12,6,,,,,,5
23451,977,,2,,,,,,,25
23452,6,,4,,,,,,,11
23453,12,1,,,,,,,,
23454,3,,,,,,,,,
23455,2,1,6,4,,,,,,
23456,,,,,1,,1,,,
23457,29,,,,,,,,,
23458,14,,,,,,,,,
23459,22,1,,,,,,,,
23460,,,,,,,,,,79
23461,31,,,,,,,,,
23462,,,96,,,,,,,
23463,,,,,,,,,,
23464,6,,1,,,,,,,
23465,,,,,,,,,,
23466,9,,,,,,,,,
23467,12,,1,,,,,,,8
23468,31,,,,,,,,,
23469,,,1,,,,,,,
23470,9,,1,,,,,,,
23471,31,,,,,,,,,
23472,,,,,,,,,,
23473,27,,1576,,,,,,,13
23474,34,1,48,,,1,,,,3
23475,16,,,,,,,,,
23476,982,,14,,,,,,,
23477,7,,2,,3,,,,,8
23478,35,,1,,,,,,,
23479,31,,,,,,,,,
23480,6,,8,,2,,,,5,31
23481,,,,,,,,,,
23482,6,,11,,,,,,,
23483,2,1,7,,,,,,,
23484,14,,,,,,,,,13
23485,7,,,,,,,,,
23486,21,,1,,,,,,,
23487,,,1,,,,,,,
23488,13,,,,,,,,,
23489,18,,17,,,,,,2,21
23490,11,,,,,,,,,
23491,,,1,,,,,,,
23492,31,,,,,,,,,
23493,22,1,,,,,,,,
23494,31,,,,,,,,,
23495,22,1,2,,,,,,,
23496,,,,,,,,,,
23497,17,1,23,,,,,,,7
23498,31,,,,,,,,,
23499,16,1,,,,,,,,30
23500,31,,,,,,,,,
23501,10,,,,,,,,,22
23502,9,1,2,,,,,,,69
23503,20,,,,,,,,,
23504,19,,,,,,,,,
23505,,,,,,,,,,
23506,5,,,,,,,,,
23507,21,,,,,,,,,
23508,34,,,,,,,,,
23509,28,,,,,,,,,
23510,10,1,,,,,,,,56
23511,7,,,,,,,,,
23512,31,,,,,,,,,
23513,23,1,,,,,1,,,2
23514,,,394,,,,,,,
23515,,,18,,,,,,,
23516,16,,2,,,,,,,
23517,13,1,92,3,6,1,,,,16
23518,6,,1,,,,,,,
23519,5,1,16,,,,,,,73
23520,19,,,,,,,,,
23521,,,,,,,,,,
23522,4,,1,,,,,,,
23523,17,,,,,,,,,
23524,,,,,,,,,,
23525,,,1,,,,,,,
23526,,,,,,,,,,
23527,8,,,,,,,,,
23528,31,,,,,,,,,
23529,5,,,,,,,,,
23530,,,,,,,,,,
23531,31,,,,,,,,,
23532,2,1,6,4,,,,,,
23533,11,,,,,,,,,
23534,41,,,,,,,,,
23535,26,,12,,,,,,,
23536,,,1,,,,,,,
23537,17,,1,,,,,,,
23538,5,,1,,4,,,,,89
23539,31,,,,,,,,,
23540,5,,,,,,,,,
23541,31,,,,,,,,,
23542,31,,,,,,,,,
23543,,,,,,,,,,
23544,31,,,,,,,,,
23545,31,,,,,,,,,
23546,24,,,,,,,,,
23547,22,1,,,,,,,,
23548,49,,,,,,,,,
23549,31,,,,,,,,,
23550,4,,31,,,,,,2,4
23551,14,,2,,,,,,,
23552,7,,,,,,,,,22
23553,9,,,,,,,,,
23554,31,,,,,,,,,
23555,,,1,,,,,,,
23556,,,1,,,,,,,
23557,31,,,,,,,,,
23558,16,,,,,,,,,
23559,,,,,,,,,,
23560,22,1,16,,,,,,,73
23561,,,,,,,,,,
23562,37,,,,,,,,,
23563,31,,,,,,,,,
23564,2,1,7,,,,,,,
23565,,,,,,,,,,
23566,,,,,,,,,,
23567,,,1,,,,,,,
23568,3,,,,,,,,,
23569,10,,,,4,,,,2,21
23570,36,,1,,,,,,,
23571,9,,,,,,,,,
23572,19,,,,,,,,,
23573,31,,,,,,,,,
23574,34,,1,,,,,,,
23575,10,1,20,3,,,,,,
23576,38,,2,,3,,,,,8
23577,19,,,,,,,,,
23578,42,1,201,,3,1,3,,4,13
23579,27,,1576,,,,,,,13
23580,13,,1,,,,,,,
23581,4,,1,,,,,,,
23582,24,1,18,,,,,,,6
23583,,,1,,,,,,,
23584,982,,15,,,,,,,
23585,31,,,,,,,,,
23586,975,,11,,,,,,2,4
23587,5,,1,,,,,,,
23588,32,,1,,,,,,,
23589,31,,,,,,,,,
23590,7,,,,,,,,,
23591,,,,,,,,,,
23592,,,,,,,,,,
23593,,,394,,,,,,,
23594,,,1,,,,,,,
23595,,,,,,,,,,
23596,20,,,,,,,,,
23597,31,,,,,,,,,
23598,13,,1,,,,,,,
23599,31,,,,,,,,,
23600,23,,1,,,,,,,
23601,4,,,,,,,,,
23602,7,,1,,4,,,,,89
23603,34,,54,,5,,,,,
23604,,,64,,,,,,,
23605,10,,60,,,,,,,34
23606,6,1,2,,,,,,,
23607,32,1,13,,,,,,,
23608,8,1,4,3,,,,,,
23609,4,,,,,,,,,
23610,28,1,16,,,,,,,73
23611,,,,,,,,,,
23612,,,1,,,,,,,
23613,17,1,81,,5,,,,,
23614,,,,,,,,,,
23615,34,,1,2,,,,,,
23616,6,,1,,,,,,,
23617,31,,,,,,,,,
23618,30,,56,,,,,,,
23619,5,,1,,5,,,,2,96
23620,,,,,,,,,,
23621,,,1,,,,,,,
23622,49,,54,,,,,,,
23623,24,,1,,,1,2,,3,27
23624,2,1,10,,,,,,,
23625,12,,1,,,,,,,8
23626,5,,10,,6,,,,,
23627,31,,,,,,,,,
23628,9,1,30,,,,,,,18
23629,6,,,,,,,,,
23630,,,394,,,,,,,
23631,37,1,38,,1,,,,4,7
23632,4,,198,3,,,,,,22
23633,14,,1,,,,,,,
23634,31,,,,,,,,,
23635,31,,,,,,,,,
23636,41,,1,,,,,,,
23637,11,,1,,,,,,,
23638,31,,,,,,,,,
23639,16,1,,,,,,,,30
23640,,,32,,,,,,,
23641,16,,,,,,,,,
23642,24,,,,,,,,,
23643,975,1,,,,,,,,
23644,12,,,,,,,,,
23645,5,,,,,,,,,
23646,31,,,,,,,,,
23647,31,,,,,,,,,
23648,9,,1,,,,,,,
23649,7,,,,,,,,,
23650,6,,56,,,,,,,
23651,15,1,68,,,,,,,77
23652,34,,1,2,,,,,,
23653,13,,,,,,,,,
23654,4,,64,3,,,,,,22
23655,10,1,94,,,,,,,
23656,9,1,48,,,1,,,,3
23657,22,,1,,,,,,,
23658,12,,,,,,,,,
23659,3,,1,,,,,,,
23660,29,1,1,,,,,,,
23661,31,,,,,,,,,
23662,7,,15,,,,,,,
23663,11,,2,,3,,,,,7
23664,19,,,,,,,,,
23665,22,,2,,,,,,,49
23666,47,,1,,,,,,3,11
23667,5,,1,,,,,,,13
23668,15,,394,,,,,,,20
23669,31,,,,,,,,,
23670,6,1,2,,,,,,,
23671,2,,1,,,,,,,
23672,21,1,4,,,,,,,6
23673,5,1,,,,,,,,56
23674,29,,1,,,,,,,
23675,5,1,,,,,,,,44
23676,21,1,32,,,,,,,
23677,31,,,,,,,,,
23678,46,,,,4,,,,2,24
23679,7,,1,,,,,,,
23680,10,,,,4,,,,2,61
23681,18,1,,,,,,,,30
23682,31,,,,,,,,,
23683,,,,,,,,,,
23684,34,,1,2,,,,,,
23685,,,1,,,,,,,
23686,,,,,,,,,,
23687,11,,,,,,,,,
23688,3,,,,,,,,2,
23689,31,,,,,,,,,
23690,7,1,81,,5,,,,,
23691,10,,,,4,,,,2,11
23692,45,,,,,,,,,
23693,26,,,,,,,,,
23694,3,,394,1,,,,,,
23695,17,,1,,,,,,,
23696,14,,,,,,,,,
23697,49,,1,,,,,,,
23698,,,1,,,,,,,
23699,16,1,94,,,,,,,
23700,31,,,,,,,,,
23701,31,,,,,,,,,
23702,45,,1,,,,,,,
23703,31,,,,,,,,,
23704,,,,,,,,,,
23705,,,,,,,,,,
23706,9,,1,2,,,,,,
23707,,,,,,,1,,,2
23708,,,,,,,,,,
23709,35,,1,,4,,,,,
23710,14,,,,,,,,,
23711,23,,394,,,,,,,44
23712,27,,27,,4,,,,,16
23713,15,,1,,,,,,,
23714,,,,,,,,,,
23715,47,,1,,,,,,3,11
23716,4,,40,,,,,,,
23717,3,1,94,,,,,,,
23718,27,,,,,,,,,
23719,34,,,,,,,,,
23720,24,,1,,,1,2,,3,27
23721,,,,,,,,,,
23722,,,,,,,,,,
23723,10,1,32,,,,,,,
23724,,,,,,,,,,
23725,,,1,,,,,,,
23726,,,1,,,,,,,
23727,47,,1,,,,,,3,11
23728,7,1,23,,,,,,3,5
23729,10,,,,4,,,,2,24
23730,8,,1,,,,,,,
23731,2,1,6,4,,,,,,
23732,7,,,,,,,,,
23733,8,,,,,,,,,
23734,,,1,,,,,,,
23735,,,1,,,,,,,
23736,,,,,,,,,2,
23737,46,,1,,,,,,,
23738,16,,1,1,,,,,,8
23739,,,,,,,,,,
23740,44,,,,,,,,,
23741,3,,,,,,,,,
23742,5,,31,,,,,,,
23743,9,,,,,,,,,22
23744,31,,,,,,,,,
23745,,,1,,,,,,,
23746,5,,,,,,,,,
23747,6,,2,,,,,,,26
23748,,,,,,,,,,
23749,,,1,,,,,,,
23750,14,,1,,,,,,,
23751,975,,3,,,,,,,
23752,4,,1,,,,,,,
23753,8,,,,,,,,,
23754,,,1,,,,,,,
23755,,,1,,,,,,,
23756,33,,1,,4,,,,,89
23757,8,1,4,3,,,,,,
23758,34,,54,,5,,,,,
23759,9,,1,,,,,,,
23760,29,,3,,,,,,,
23761,,,1,,,,,,,
23762,21,1,94,,,,,,,
23763,,,,,,,,,,
23764,23,,3,,,,,,,
23765,10,,,,4,,,,2,61
23766,10,,,,4,,,,2,11
23767,8,1,42,,,,,,,
23768,9,,,,,,,,,
23769,3,1,25,,,,,,2,24
23770,5,1,,,,,,,,44
23771,28,1,66,,,,,,,18
23772,25,,132,,,,,,,
23773,11,,,,,,,,,
23774,,,4,,,,,,,
23775,31,,,,,,,,,
23776,2,1,10,,,,,,,
23777,,,,,,,,,,
23778,31,,,,,,,,,
23779,31,,,,,,,,,
23780,5,1,,,,,,,,44
23781,11,,,,,,,,,
23782,25,,1,,,,,,,
23783,19,,,,,,,,,
23784,25,,,,,,,,,
23785,2,1,1,,,,,,,
23786,,,,,,,,,,
23787,31,,,,,,,,,
23788,31,,,,,,,,,
23789,,,1,,,,,,,
23790,31,,,,,,,,,
23791,,,1,,,,,,,
23792,,,,,,,,,,
23793,,,394,,,,,,,
23794,27,,,,,,,,,
23795,,,,,,,,,,
23796,31,,,,,,,,,
23797,14,,2,,,,,,,47
23798,31,,,,,,,,,
23799,31,,,,,,,,,
23800,31,,,,,,,,,
23801,,,,,,,,,,
23802,,,64,,,,,,,
23803,10,,1,,,,,,,
23804,3,1,94,,,,,,,
23805,26,,,,,,,,,
23806,20,,,,,,,,,
23807,29,,3,,,,,,,
23808,22,,,,,,,,,
23809,2,1,10,,,,,,,
23810,9,,,,,,,,,
23811,,,,,,,,,,
23812,31,,,,,,,,,
23813,29,,,,,,,,,
23814,19,,,,,,,,,
23815,46,,,,4,,,,2,24
23816,31,,,,,,,,,
23817,12,,,,,,,,,
23818,27,,,,,,,,,
23819,17,,3,,,,,,,
23820,12,,1,,,,,,,
23821,15,,10,,,,,,,
23822,31,,,,,,,,,
23823,17,,,,,,,,,
23824,10,,,,4,,,,2,11
23825,37,,,,,,,,,
23826,32,,1,,,,,,,
23827,31,,,,,,,,,
23828,,,32,,,,,,,
23829,31,,,,,,,,,
23830,,,,,,,,,,
23831,40,1,2,,,,,,,159
23832,8,,1,,,,,,,
23833,27,,1576,,,,,,,13
23834,8,1,4,3,,,,,,
23835,,,1,,,,,,,
23836,41,1,16,,,,,,,73
23837,20,,,,,,,,,
23838,31,,,,,,,,,
23839,6,,,,,,,,,
23840,6,,1,,,,,,3,11
23841,,,2,,,,,,,
23842,17,1,1,,,,,,,83
23843,31,,,,,,,,,
23844,31,,,,,,,,,
23845,,,1,,,,,,,
23846,5,1,68,,,,,,,77
23847,16,,,,,,,,,
23848,6,,2,,,,,,,26
23849,,,,,,,,,,
23850,29,,72,,,,,,,
23851,7,,32,,1,,,,2,
23852,,,1,,,,,,,
23853,45,,,,,,,,,
23854,,,1,,,,,,,
23855,31,,,,,,,,,
23856,8,,,,,,,,,
23857,,,1,,,,,,,
23858,34,,1,2,,,,,,
23859,,,394,,,,,,,
23860,11,1,94,,,,,,,
23861,,,394,,,,,,,
23862,,,,,,,,,,
23863,31,,,,,,,,,
23864,10,,,,,,,,,
23865,5,,10,,,,,,,5
23866,32,1,,3,,,1,,2,
23867,33,,,,,,,,,
23868,15,1,42,,,,,,,
23869,19,,,,,,,,,
23870,19,,1,,,,,,,11
23871,9,,1576,,,,,,,13
23872,25,,1,,,,,,,
23873,40,1,2,,,,,,,159
23874,4,,46,3,,,,,,42
23875,5,,,,,,,,,
23876,6,,,,,,,,,
23877,35,,,,,,,,,31
23878,18,,1,,,,,,,
23879,14,1,94,,,,,,,
23880,13,1,1,,4,,,,,34
23881,,,1,,,,,,,
23882,,,64,,,,,,,
23883,25,,60,,,,,,,34
23884,9,,,,,,,,,
23885,31,,,,,,,,,
23886,27,,52,,,,1,,2,
23887,21,,2,,,,,,,25
23888,23,1,2,,,,,,,163
23889,31,,,,,,,,,
23890,25,,,,,,,,,
23891,34,,1,,,,,,,
23892,9,,,,,,,,,
23893,32,,1,,,,,,,13
23894,6,,11,,,,,,2,4
23895,,,1,,,,,,,
23896,8,,,,,,,,,
23897,11,,2,,,,,,,
23898,32,,4,,,,,,4,
23899,6,,64,3,,,,,,22
23900,12,,,,,,,,,
23901,,,96,,,,,,,
23902,28,,,,,,,,,
23903,34,,2,,,,,,,49
23904,,,,,,,,,,
23905,11,,1,,,,,,,
23906,31,,,,,,,,,
23907,2,,1,,,,,,,
23908,14,,2,,,,,,,
23909,6,,1,,,,,,,
23910,18,,,,,,,,,
23911,,,,,,,,,,
23912,11,,,,,,,,,
23913,,,1,,,,,,,
23914,30,,31,,,,,,,
23915,12,,56,,,,,,,
23916,38,,2,,3,,,,,8
23917,12,1,94,,,,,,,
23918,9,,,,,,,,,
23919,8,,2,3,,,,,2,
23920,31,,,,,,,,,
23921,5,,,,,,,,,
23922,6,,,,,,,,,
23923,,,1,,,,,,,
23924,7,,2,,,,,,,
23925,46,,,,,,,,,
23926,3,,,,,,,,,
23927,31,,,,,,,,,
23928,18,,31,,,,,,,
23929,5,,2,,,,,,4,22
23930,,,1,,,,,,,
23931,9,,1,,,,,,,
23932,20,1,4,,,,,,,6
23933,,,,,,,1,,,2
23934,41,,,,,,,,,
23935,982,,1,,,,,,,12
23936,5,,,,4,,,,2,12
23937,5,,54,,5,,,,,
23938,,,1,,,,,,,
23939,21,1,323,,,,2,,3,27
23940,,,,,,,,,,
23941,980,1,1,,,,,,,
23942,14,,,,,,,,,
23943,29,1,8,7,,,2,,,80
23944,17,,,,,,,,,
23945,,,,,,,,,,
23946,31,,,,,,,,,
23947,31,,,,,,,,,
23948,7,1,94,,,,,,,
23949,,,,,,,,,,
23950,33,,22,,,,,,,
23951,18,,,,,,,,,
23952,7,,,,,,,,,
23953,30,,,,,,,,,
23954,18,,1,1,,,,,,8
23955,18,,1,1,,,,,,8
23956,5,,,,4,,,,2,24
23957,17,,,,,,,,,
23958,15,,198,3,,,,,,22
23959,25,,,,,,,,,
23960,34,,54,,5,,,,,
23961,20,,4,,5,,,,,13
23962,982,,1,,,,,,,12
23963,35,,,,,,,,,31
23964,19,1,1,,,,,,,
23965,12,,80,,,,,,,26
23966,23,,,,,,,,,
23967,31,,,,,,,,,
23968,31,,,,,,,,,
23969,10,,175,,6,,,,2,174
23970,16,,,,,,,,,
23971,,,,1,,,,,,6
23972,31,,,,,,,,,
23973,27,,10,,,,,,,5
23974,4,1,16,,,,,,,73
23975,4,1,,,,,,,,82
23976,5,,1,,,,,,,
23977,,,,,,,,,,
23978,,,,,,,,,,
23979,5,1,16,,,,,,,73
23980,,,62,,,,,,,
23981,,,1,,,,,,,
23982,12,,,,,,,,,
23983,15,,1,,,,,,,
23984,,,64,,,,,,,
23985,10,,,,4,,,,2,11
23986,12,,11,,,,,,2,4
23987,27,,52,,,,1,,2,
23988,7,1,94,,,,,,,
23989,24,,,,,,,,,
23990,18,,1,,,,,,,
23991,13,,,,,,,,,
23992,14,,,,,,,,,
23993,14,,1,,,,,,,
23994,28,,,,,,,,,
23995,31,,,,,,,,,
23996,14,,1,,,,,,,
23997,21,,2,,,,,,4,22
23998,15,,3,,,,,,,
23999,41,,1,,,,,,,
24000,18,,1,,,,,,,
24001,,,,,,,,,,
24002,5,,52,,,,1,,2,
24003,20,,1,,,,,,,
24004,,,,,,,,,,
24005,6,,9,,,,,,,
24006,38,,,,,,,,,
24007,,,,,,,,,,
24008,8,,5,,,,,,,
24009,6,,,,,,,,,
24010,12,,,,,,,,,24
24011,22,,1,,,,,,,2
24012,23,,,,,,,,,
24013,13,,,,,,,,,
24014,19,,,,,,,,,
24015,20,,4,,5,,,,,13
24016,22,,,,,,,,,
24017,31,,,,,,,,,
24018,35,,,,,,,,,31
24019,13,,1,,,,,,,
24020,34,,1,,,,,,,
24021,19,,,,,,,,,
24022,21,,1,,,,,,,2
24023,,,394,,,,,,,
24024,,,,,,,,,,
24025,5,1,,,,,1,,,2
24026,5,,1,,,,,,,
24027,4,1,25,,,,,,2,24
24028,5,,3,,,,,,,
24029,31,,,,,,,,,
24030,28,1,66,,,,,,,18
24031,37,,12,,,,,,,
24032,,,,,,,,,,
24033,22,1,94,,,,,,,
24034,32,,1,,,,,,,
24035,17,,,,,,,,,
24036,21,,,,,,,,,
24037,4,,1,,,,,,,
24038,31,,,,,,,,,
24039,10,1,16,,,,,,,73
24040,,,,,,,,,,
24041,2,1,7,,,,,,,
24042,9,1,48,,,1,,,,3
24043,34,,,,,,,,,
24044,20,,1,,,,,,,
24045,11,,,,,,,,,
24046,3,1,2,,,,,,,69
24047,5,,1,,4,,,,,89
24048,22,,3,,,,,,,
24049,11,,1,,,,,,,
24050,14,,1,,,,,,,
