ad_id,time,age,gender,area,status,education,consuptionAbility,device,work,connectionType,behavior
398322,2019-03-11 12:22:30,31,,,,,,,,,
398328,2018-12-31 15:53:28,31,,,,,,,,,
398349,2019-02-14 05:41:42,31,,,,,,,,,
398374,2019-02-18 05:37:14,,,1,,,,,,,
398395,2019-03-13 12:43:08,31,,,,,,,,,
398466,2018-06-21 14:31:43,31,,,,,,,,,
398487,2018-11-17 04:30:46,,,1,,,,,,,
398493,2019-02-22 12:52:16,,,1,,,,,,,
398496,2019-03-19 22:09:21,,,,,,,,,,
398503,2019-02-23 05:41:43,34,,1,2,,,,,,
398575,2019-02-22 10:28:07,2,1,12,4,,,,,,
398602,2019-03-01 10:20:53,23,,54,,,,,,3,3
398625,2019-03-04 12:02:04,,,1,,,,,,,
398652,2019-01-08 14:42:52,31,,,,,,,,,
398667,2019-02-24 05:36:26,,,1,,,,,,,
398678,2019-03-14 19:05:21,35,,1,,4,,,,,
398699,2019-02-27 22:29:11,27,1,323,,,,,,3,6
398708,2018-04-20 12:51:40,,,1,,,,,,,
398727,2018-12-21 11:32:19,975,,,,,,,,,
398749,2019-02-22 05:33:28,31,,,,,,,,,
398761,2019-02-18 11:42:35,18,,40,,,,,,,1
398767,2018-12-31 08:42:34,,,1,,,,,,,
398803,2019-03-11 18:51:40,,,1,,,,,,,
398846,2018-10-25 04:43:15,,,1,,,,,,,
398869,2018-11-04 04:31:07,31,,,,,,,,,
398894,2019-03-16 05:42:23,,,,,,,,,,
398897,2019-03-15 17:59:19,32,,58,,,,,,2,
398905,2018-11-03 04:44:35,31,,,,,,,,,
398920,2019-02-11 19:03:24,,,,,,,,,,
398926,2019-03-01 08:52:24,,,,,,,,,,
398934,2018-12-18 20:50:47,31,,,,,,,,,
398979,2019-03-06 17:52:24,,,1,,,,,,,
398987,2018-08-27 18:22:19,,,1,,,,,,,
398991,2019-03-01 18:21:30,27,1,228,,,,,,,9
399000,2019-02-28 19:51:48,,,1,,,,,,,
399006,2019-02-27 05:42:49,,,1,,,,,,,
399032,2018-12-20 23:11:28,,,1,,,,,,,
399091,2019-02-15 14:51:49,,,1,,,,,,,
399137,2019-02-28 07:11:14,,,1,,,,,,,
399146,2019-03-18 15:05:49,24,1,,,,,,,,
399170,2019-03-13 23:05:15,,,,,,,,,,
399236,2017-10-04 14:53:30,29,,,,,,,,,
399238,2018-12-19 04:40:07,,,1,,,,,,,
399296,2018-11-01 04:37:39,31,,,,,,,,,
399334,2019-02-23 05:38:29,,,1,,,,,,,
399336,2019-02-26 15:23:47,51,,90,,,,,,,
399339,2019-01-18 05:38:37,,,1,,,,,,,
399370,2019-02-21 05:36:21,,,1,,,,,,,
399439,2019-03-03 13:22:05,,,1,,,,,,,
399455,2018-07-04 16:20:27,,,1,,,,,,,
399458,2019-01-23 10:08:54,32,,56,,,,,,,
399484,2018-07-30 12:41:38,,,1,,,,,,,
399521,2019-02-20 17:00:03,10,1,4,,,,,,,
399554,2019-03-01 16:30:41,37,1,361,,,,,,3,
399590,2019-03-04 05:36:28,34,,1,2,,,,,,
399663,2019-01-19 12:41:35,31,,,,,,,,,
399722,2019-02-21 17:39:42,,,130,,,,,,,
399741,2019-02-17 17:58:28,,,100,,,,,,,
399828,2018-11-03 04:31:27,31,,,,,,,,,
399855,2019-01-22 21:41:42,,,1,,,,,,,
399869,2018-01-07 01:29:37,,,1,,,,,,,
399903,2019-03-14 15:44:21,26,1,,,,,,,,27
399914,2017-08-03 09:07:17,14,,,,,,,,,
399927,2018-06-14 15:33:48,977,,21,,,,,,,7
399944,2018-10-29 04:31:17,,,1,,,,,,,
400057,2019-03-02 19:14:05,10,1,2,3,,,,,,
400135,2019-03-01 14:41:58,31,,,,,,,,,
400138,2019-02-16 15:11:49,,,1,,,,,,,
400147,2018-08-08 10:21:56,,,1,,,,,,,
400153,2019-03-10 05:38:57,31,,,,,,,,,
400157,2018-09-05 04:30:36,,,1,,,,,,,
400194,2019-03-18 18:05:55,34,,112,,,,,,,
400211,2019-03-16 10:42:32,,,,,,,,,,
400284,2018-12-20 04:31:21,31,,,,,,,,,
400291,2019-03-15 15:16:37,,,,,,,,,,
400301,2019-03-05 14:38:55,974,,16,,,,,,,8
400313,2019-03-09 05:39:15,,,1,,,,,,,
400329,2019-03-01 10:30:17,51,,90,,,,,,,
400330,2019-03-16 05:40:47,31,,,,,,,,,
400346,2019-02-25 20:00:08,40,1,2,,,,,,,158
400383,2019-03-19 12:49:04,32,,93,,,,,,,3
400422,2018-01-28 17:07:01,,,1,,,,,,,
400424,2018-12-07 19:48:08,28,,15,,,,,,,2
400467,2018-12-22 04:52:05,,,,,,,,,,
400474,2019-03-15 16:52:33,,,1,,,,,,,
400500,2019-03-11 15:34:52,14,,8,,,,,,,16
400501,2019-02-12 09:11:23,31,,,,,,,,,
400532,2019-02-12 23:51:53,,,1,,,,,,,
400566,2019-03-12 15:35:03,17,,23,,,,,,,2
400639,2019-03-13 07:05:30,31,,,,,,,,,
400669,2019-03-14 15:42:05,,,394,,,,,,,
400690,2019-03-09 16:08:08,12,,3,,,,,,,
400717,2019-02-21 19:46:25,15,,18,,,,,,1,1
400736,2018-06-21 15:23:16,31,,,,,,,,,
400764,2018-12-04 04:37:43,31,,,,,,,,,
400766,2018-11-16 11:40:43,,,1,,,,,,,
400771,2019-02-16 12:13:07,,,1,,,,,,,
400839,2019-03-13 16:58:19,962,,30,,,,,,,43
400848,2019-02-19 18:02:00,,,1,,,,,,,
400857,2019-02-27 13:44:10,2,1,6,4,,,,,,
400877,2018-10-13 12:42:21,,,1,,,,,,,
400925,2018-10-07 11:41:54,34,,1,2,,,,,,
400928,2019-02-23 20:28:59,22,,8,,,,,,,
400956,2019-03-06 15:52:36,,,,,,,,,,
401101,2018-08-27 04:38:50,,,1,,,,,,,
401153,2019-03-12 14:08:25,51,,176,,,,,,,
401168,2018-11-02 09:40:54,31,,,,,,,,,
401198,2019-03-01 15:26:55,9,1,7,,,,,,,
401202,2018-11-24 20:50:15,,,1,,,,,,,
401210,2019-03-09 07:23:54,31,,,,,,,,,
401223,2018-11-09 11:44:07,,,1,,,,,,,
401226,2019-03-10 18:33:10,7,1,3,,,,,,,
401238,2018-11-26 04:30:16,31,,,,,,,,,
401283,2019-03-12 10:20:33,,,,,,,,,,
401339,2019-03-15 09:26:44,2,1,6,4,,,,,,
401414,2019-03-18 22:11:07,,,,,,,,,,
401470,2018-12-05 04:30:49,,,1,,,,,,,
401493,2018-11-15 04:30:20,,,1,,,,,,,
401502,2019-03-14 21:52:06,,,1,,,,,,,
401512,2019-03-06 17:38:04,966,1,58,,,,,,,19
401576,2018-09-26 16:20:47,,,1,,,,,,,
401628,2019-01-21 16:47:41,29,,56,,,,,,,14
401650,2019-01-02 05:37:26,31,,,,,,,,,
401686,2019-03-05 22:52:01,,,1,,,,,,,
401699,2019-03-12 13:37:35,23,,1,,,,,,,
401710,2019-02-28 10:01:22,27,1,6,,,,,,,10
401737,2018-12-14 12:01:15,,,1,,,,,,,
401750,2019-01-13 07:04:18,,,1,,,,,,,
401767,2019-02-26 12:52:03,,,,,,,,,,
401822,2019-03-02 07:03:07,,,1,,,,,,,
401848,2019-01-25 17:12:35,,,1,,,,,,,
401860,2019-03-17 05:38:20,,,1,,,,,,,
401877,2019-03-15 17:12:45,31,,,,,,,,,
401893,2019-03-01 13:02:10,,,1,,,,,,,
401919,2018-08-22 12:06:59,,,1,,,,,,,
401934,2019-03-06 12:05:40,,,,,,,,,,
401951,2019-03-07 17:24:47,16,1,19,3,,,,,,
401972,2019-02-22 13:51:31,6,,30,,3,,,,,19
402046,2018-08-10 10:26:25,,,474,,,,,,,
402088,2018-01-03 13:57:18,,,1,,,,,,,
402147,2019-02-18 11:45:13,9,1,12,5,,,,,,2
402175,2019-02-23 17:01:59,34,,1,2,,,,,,
402177,2018-06-21 15:22:59,31,,,,,,,,,
402183,2018-06-21 15:22:42,31,,,,,,,,,
402246,2019-02-26 15:49:24,980,,1,,,,,,,19
402311,2018-08-22 12:00:50,,,1,,,,,,,
402333,2019-03-14 15:40:19,960,1,28,,,,,,2,2
402337,2019-03-09 00:05:07,22,,8,,,,,,,24
402354,2019-02-13 20:32:13,31,,,,,,,,,
402391,2019-02-22 18:14:26,970,1,58,,,,,,,27
402396,2019-02-17 05:36:35,,,1,,,,,,,
402439,2019-02-20 10:40:41,,,26,,,,,,,10
402448,2019-03-03 22:14:28,,,1,,,,,,,
402463,2019-02-17 05:46:21,31,,,,,,,,,
402488,2018-01-03 12:08:40,,,1,,,,,,,
402520,2019-03-10 18:24:39,7,1,3,,,,,,,
402535,2018-12-19 04:57:33,31,,,,,,,,,
402551,2018-12-19 04:35:29,31,,,,,,,,,
402587,2019-03-04 16:13:46,,,,,,,,,,
402660,2018-06-30 04:50:27,,,1,,,,,,,
402695,2019-02-18 07:03:12,,,1,,,,,,,
402728,2019-03-08 15:14:54,958,1,32,,,,,,,6
402749,2019-03-09 12:22:51,,,,,,,,,,
402750,2019-02-21 23:05:35,27,,34,,,,,,1,17
402765,2018-02-07 18:02:14,,,96,,,,,,,
402775,2019-02-26 15:51:54,,,,,,,,,,
402806,2019-02-18 05:35:01,,,1,,,,,,,
402844,2019-01-13 05:33:56,31,,,,,,,,,
402922,2019-01-22 14:01:27,31,,,,,,,,,
402934,2019-03-14 05:32:18,31,,,,,,,,,
402983,2018-12-20 04:33:47,31,,,,,,,,,
402996,2019-01-20 05:37:30,,,1,,,,,,,
403006,2019-03-06 13:59:37,40,,6,,,,,,,3
403044,2018-08-09 11:45:13,,,1,,,,,,,
403048,2019-03-06 18:06:39,,,2,,,,,,,
403049,2018-12-07 19:02:01,,,1,,,,,,,
403061,2019-03-10 05:39:07,34,,1,2,,,,,,
403073,2019-03-14 16:31:48,34,,3,,4,,,,,
403092,2018-11-05 14:40:56,31,,,,,,,,,
403093,2019-03-07 16:02:37,976,,5,,,,,,,
403117,2019-02-09 05:33:22,31,,,,,,,,,
403159,2018-12-19 04:42:19,,,1,,,,,,,
403236,2019-03-06 05:35:55,,,1,,,,,,,
403242,2017-10-30 10:53:45,,,,,,,,,,
403246,2019-02-25 20:51:51,,,,,,,,,,
403263,2019-03-08 19:06:20,16,,,,,,,,,36
403277,2019-03-15 15:12:32,,,1,,,,,,,
403286,2018-11-14 16:53:49,31,,,,,,,,,
403330,2019-03-11 11:52:46,,,,,,,,,,
403332,2019-02-20 13:43:13,,,,,,,,,,
403334,2018-08-23 04:35:05,,,1,,,,,,,
403404,2018-12-20 09:47:14,32,1,,,,,,,,
403503,2019-03-14 17:52:28,,,1,,,,,,,
403563,2019-03-13 13:29:16,,,4,,,,,,,
403614,2019-02-19 05:40:09,31,,,,,,,,,
403656,2018-01-05 14:16:49,,,1,,,,,,,
403707,2018-12-04 04:30:53,31,,,,,,,,,
403813,2019-03-03 05:35:53,,,1,,,,,,,
403819,2018-12-19 11:05:33,31,,,,,,,,,
403825,2018-12-20 04:57:25,31,,,,,,,,,
403863,2018-12-23 04:37:50,31,,,,,,,,,
403871,2018-01-04 12:53:05,,,1,,,,,,,
403879,2019-03-05 11:52:43,,,,,,,,,,
403909,2019-02-21 12:43:32,7,1,1,3,,,,,,
403914,2019-03-06 14:52:28,,,1,,,,,,,
403925,2019-03-18 14:24:31,970,1,128,,,,,,2,138
403934,2019-02-24 05:36:59,,,1,,,,,,,
403968,2019-03-07 09:52:51,,,,,,,,,,
403976,2019-03-13 10:52:40,,,1,,,,,,,
403999,2019-03-07 11:22:56,,,1,,,,,,,
404015,2019-02-19 09:03:44,,,1,,,,,,,
404065,2018-12-07 04:41:50,,,1,,,,,,,
404131,2019-03-12 17:52:15,,,1,,,,,,,
404166,2018-11-03 04:41:41,31,,,,,,,,,
404189,2019-03-05 22:52:07,,,,,,,,,,
404205,2019-02-23 23:01:45,34,,1,2,,,,,,
404238,2019-02-18 10:45:48,,,,,,,,,,
404250,2019-02-21 11:53:09,31,,,,,,,,,
404263,2018-01-17 08:48:42,,,1,,,,,,,
404335,2019-03-14 15:41:40,,,394,,,,,,,
404359,2019-03-03 23:51:46,,,1,,,,,,,
404367,2019-03-14 10:54:10,,,1,,,,,,,
404377,2019-03-02 19:02:11,,,1,,,,,,,
404391,2019-03-06 18:12:30,,,,,,,,,,
404400,2019-03-16 10:25:40,,,1,,,,,,,42
404411,2018-08-24 04:32:40,,,1,,,,,,,
404440,2018-08-09 11:40:54,,,1,,,,,,,
404544,2018-11-03 04:31:55,,,1,,,,,,,
404574,2017-12-29 01:22:25,31,,,,,,,,,
404584,2019-02-24 07:02:45,,,1,,,,,,,
404605,2018-11-19 04:31:14,,,1,,,,,,,
404622,2018-12-27 10:11:01,,,,,,,,,,
404678,2019-03-04 18:52:20,,,1,,,,,,,
404697,2019-02-28 14:59:41,974,,2,,,,,,,
404732,2018-12-22 04:56:19,,,1,,,,,,,
404789,2019-02-22 17:33:31,23,,7,4,,,,,2,5
404800,2017-12-26 16:41:05,,,4,,,,,,,
404801,2018-11-03 04:30:38,,,1,,,,,,,
404802,2018-08-19 14:11:24,,,1,,,,,,,
404844,2019-02-14 15:52:20,31,,,,,,,,,
404888,2018-10-24 14:16:04,,,1,,,,,,,
404900,2019-03-15 14:33:36,24,1,46,4,,,,,2,
404919,2019-02-24 07:02:43,,,1,,,,,,,
404937,2019-03-11 05:37:53,31,,,,,,,,,
404956,2019-03-01 09:13:25,27,1,12,,,,,,,5
404974,2018-12-09 16:17:50,34,1,48,,,1,,,,2
405009,2018-11-18 04:31:00,,,1,,,,,,,
405012,2019-03-13 13:40:12,47,,1,,,,,,3,10
405033,2019-02-28 13:22:08,31,,,,,,,,,
405069,2019-02-25 17:35:55,22,1,1,,,,,,,72
405082,2019-03-13 16:10:36,980,1,1,,,,,,,
405155,2017-03-11 16:07:04,34,,,,,,,,,
405162,2019-03-13 13:52:34,,,1,,,,,,,
405205,2019-03-05 18:52:13,,,1,,,,,,,
405287,2018-12-19 04:40:46,,,1,,,,,,,
405301,2019-02-19 11:52:30,31,,,,,,,,,
405311,2018-06-30 07:05:27,,,1,,,,,,,
405317,2019-03-02 10:32:39,,,1,,,,,,,
405322,2019-03-14 15:11:52,12,,30,,4,1,,,,16
405329,2016-10-24 18:22:25,24,,,,,,,,,
405359,2018-12-22 04:47:58,,,,,,,,,,
405365,2019-02-12 00:11:28,,,3,,,,,,,
405396,2019-03-04 19:41:01,2,,2,3,,,,,,
405403,2019-02-28 19:51:44,,,1,,,,,,,
405430,2019-03-05 08:22:41,31,,,,,,,,,
405455,2018-01-04 12:08:47,,,1,,,,,,,
405508,2019-03-08 07:52:14,31,,,,,,,,,
405538,2018-10-25 04:40:27,,,1,,,,,,,
405627,2019-02-24 13:47:20,2,1,12,4,,,,,,
405651,2019-03-11 17:52:30,,,1,,,,,,,
405653,2019-02-22 12:52:08,,,1,,,,,,,
405658,2019-02-27 17:31:55,,,1,,,,,,,
405667,2018-12-19 04:50:24,31,,,,,,,,,
405671,2018-11-03 04:47:46,31,,,,,,,,,
405684,2019-03-13 18:00:31,,,2,,,,,,,19
405698,2019-03-19 19:48:09,34,,112,,,,,,,68
405711,2019-03-16 17:46:10,976,,1,,,,,,,
405716,2018-01-03 12:13:32,,,1,,,,,,,
405736,2019-03-12 10:37:25,,,66,,,,,,,3
405827,2018-11-18 04:31:03,31,,,,,,,,,
405881,2019-02-27 14:52:15,,,,,,,,,,
405907,2019-03-04 16:51:23,,,96,,,,,,,
405912,2018-01-08 08:51:19,,,1,,,,,,,
405968,2019-03-07 15:25:00,,,,,,,,,,
405981,2019-03-07 17:49:12,976,,11,,,,,,,
405992,2019-02-24 10:13:01,31,,,,,,,,,
405993,2018-12-24 18:52:06,,,1,,,,,,,
406015,2019-01-23 08:02:46,,,1,,,,,,,
406030,2019-01-23 10:17:29,32,,56,,,,,,,
406081,2018-08-07 15:33:09,,,1,,,,,,,
406129,2019-03-04 22:52:25,,,1,,,,,,,
406130,2019-02-21 16:22:05,,,4,,,,,,,4
406131,2018-11-03 04:43:41,,,1,,,,,,,
406157,2019-03-11 10:38:12,22,1,60,,,,,,,18
406159,2019-03-15 14:22:47,32,,4,,4,,,,,
406236,2019-03-19 14:09:25,2,,2,,,,,,,
406274,2018-11-03 04:42:32,31,,,,,,,,,
406288,2018-06-29 14:11:44,,,1,,,,,,,
406311,2018-08-16 04:38:18,31,,,,,,,,,
406333,2019-02-27 07:03:11,,,,,,,,,,
406358,2018-08-27 04:30:10,,,1,,,,,,,
406365,2018-08-09 11:45:54,,,1,,,,,,,
406368,2018-01-09 10:51:27,,,,,,,,,,
406382,2018-12-07 19:04:12,,,1,,,,,,,
406414,2019-03-16 11:22:51,,,1,,,,,,,
406415,2019-02-21 17:37:19,,,130,,,,,,,
406453,2018-10-27 17:52:13,34,,1,2,,,,,,
406463,2018-11-22 12:20:19,31,,,,,,,,,
406527,2017-04-07 10:10:54,29,1,,,,,,,,
406542,2019-03-08 12:12:51,,,,,,,,,,
406555,2018-10-09 16:02:02,,,1,,,,,,,
406563,2019-03-16 13:34:42,,,,,,,,,,
406608,2018-01-02 15:30:12,38,,,,,,,,,
406620,2018-10-31 18:21:59,31,,,,,,,,,
406621,2019-02-27 10:52:16,31,,,,,,,,,
406622,2019-03-07 14:52:35,,,1,,,,,,,
406644,2018-11-01 04:38:03,31,,,,,,,,,
406661,2017-11-02 11:59:25,19,,,,,,,,,
406677,2019-03-04 14:11:42,18,1,18,,,,,,,
406681,2019-03-10 10:10:14,22,,32,,,,,,,
406697,2018-10-09 18:31:16,,,1,,,,,,,
406699,2019-03-05 18:52:22,,,1,,,,,,,
406720,2019-02-20 05:35:41,,,1,,,,,,,
406728,2019-03-16 16:02:36,31,,,,,,,,,
406734,2019-02-19 23:51:54,,,1,,,,,,,
406756,2019-01-14 14:58:20,14,,6,,4,,,,,28
406852,2019-03-11 17:52:30,,,,,,,,,,
406863,2018-10-27 04:45:18,,,1,,,,,,,
406870,2019-03-01 20:02:07,,,1,,,,,,,
406873,2018-11-03 04:45:36,31,,,,,,,,,
406892,2019-01-16 05:37:59,31,,,,,,,,,
406924,2018-12-05 04:30:42,,,1,,,,,,,
406950,2018-06-29 14:10:15,,,1,,,,,,,
406952,2018-12-02 04:30:28,31,,,,,,,,,
406968,2019-02-27 17:20:16,974,,11,,,,,,4,10
407019,2019-03-18 15:52:34,,,,,,,,,,
407021,2019-03-06 15:52:49,,,1,,,,,,,
407046,2019-01-26 07:02:05,34,,1,2,,,,,,
407049,2019-01-06 05:36:13,,,1,,,,,,,
407124,2019-03-01 09:05:19,6,,10,,4,,,,5,30
407136,2019-02-21 07:03:03,31,,,,,,,,,
407161,2019-03-19 13:48:23,2,,2,,,,,,,
407210,2019-02-26 11:46:05,28,,12,,,,,,2,33
407211,2018-08-09 11:44:05,,,1,,,,,,,
407247,2018-10-25 04:40:54,,,1,,,,,,,
407273,2019-02-17 05:36:15,,,1,,,,,,,
407280,2019-03-19 14:13:02,982,,33,,,,,,,23
407323,2019-03-07 11:52:43,,,1,,,,,,,
407332,2018-12-20 04:55:31,34,,1,2,,,,,,
407338,2018-12-30 08:52:20,,,1,,,,,,,
407340,2019-03-03 09:13:43,17,1,10,,,,,,,
407366,2019-03-13 05:38:07,,,1,,,,,,,
407394,2019-03-10 05:39:14,,,1,,,,,,,
407400,2019-01-03 19:54:50,,,,,,,,,,
407434,2019-02-24 00:02:43,4,,3,,1,,,,,50
407459,2018-08-22 12:04:00,,,1,,,,,,,
407467,2018-12-03 04:30:15,,,1,,,,,,,
407520,2019-02-19 18:02:02,,,1,,,,,,,
407571,2019-03-14 14:22:24,,,,,,,,,,
407574,2019-03-08 11:24:48,29,,1,,,,,,,
407575,2019-02-27 11:25:42,,,,,,,,,,
407595,2019-03-15 17:52:23,,,,,,,,,,
407598,2019-02-19 17:36:38,,,128,,,,,,,
407616,2018-03-16 09:52:48,,,8,,,,,,,
407619,2018-12-26 19:02:58,,,1,,,,,,,
407674,2019-03-19 09:19:49,32,,9,,,,,,,39
407735,2019-03-01 13:52:16,31,,,,,,,,,
407738,2019-03-01 07:31:21,31,,,,,,,,,
407752,2018-10-14 04:41:21,,,1,,,,,,,
407769,2019-02-20 17:51:59,31,,,,,,,,,
407799,2018-12-19 05:00:35,31,,,,,,,,,
407819,2019-03-19 13:29:44,13,1,42,,5,,,,2,28
407867,2018-06-22 11:40:41,31,,,,,,,,,
407911,2019-03-12 15:02:32,,,1,,,,,,,
407937,2019-03-01 14:50:19,965,,60,,,,,,,18
407945,2019-03-13 14:23:08,20,1,60,,,,,,,27
407959,2019-01-25 05:36:23,,,1,,,,,,,
407990,2019-03-01 11:03:17,16,1,2,,,,,,,
408013,2018-10-19 18:32:25,,,1,,,,,,,
408016,2019-03-06 12:01:55,31,,,,,,,,,
408038,2016-06-01 16:13:36,19,,,,,,,,,
408074,2019-01-12 23:51:30,,,1,,,,,,,
408075,2019-03-13 18:43:44,22,,6,,5,,,,2,60
408088,2019-03-02 05:35:39,,,1,,,,,,,
408132,2019-02-26 15:09:27,8,1,6,,,,,,,
408194,2019-03-19 05:33:15,34,,1,2,,,,,,
408222,2018-08-12 04:32:28,,,1,,,,,,,
408241,2019-01-21 16:00:34,28,,1,,,,,,,
408256,2018-10-15 04:31:20,,,1,,,,,,,
408259,2019-02-28 00:39:42,28,1,,,,,,,,
408275,2018-09-18 19:41:37,31,,,,,,,,,
408298,2019-03-01 18:16:51,,,,,,,,,,
408330,2019-03-17 17:52:25,,,1,,,,,,,
408338,2019-03-13 17:37:26,10,,30,,,,,,,
408358,2018-12-26 07:02:46,31,,,,,,,,,
408364,2018-06-21 15:20:22,31,,,,,,,,,
408422,2018-12-11 16:32:58,29,,56,,,,,,,14
408437,2019-02-25 19:51:48,,,1,,,,,,,
408447,2019-01-07 08:46:16,,,1,,,,,,,
408454,2018-12-30 05:37:05,31,,,,,,,,,
408506,2019-02-02 05:35:20,31,,,,,,,,,
408560,2019-03-03 05:35:57,,,1,,,,,,,
408606,2018-09-27 08:40:12,,,1,,,,,,,
408641,2018-10-16 10:00:47,,,,,,,,,,
408690,2019-03-15 08:22:54,31,,,,,,,,,
408748,2018-11-05 11:20:20,10,,1,,,,,,,21
408754,2019-03-01 10:24:30,51,,90,,,,,,,
408832,2019-03-08 19:02:32,,,,,,,,,,
408858,2019-03-14 12:02:05,,,1,,,,,,,
408883,2019-02-18 05:35:37,,,1,,,,,,,
408905,2019-03-05 17:39:54,,,394,,,,,,,
408966,2019-01-15 07:03:46,31,,,,,,,,,
408996,2019-03-06 12:52:44,,,1,,,,,,,
409024,2019-03-19 10:56:38,,,,,,,,,,
409032,2019-02-19 07:02:47,31,,,,,,,,,
409049,2018-11-01 04:43:21,31,,,,,,,,,
409051,2019-02-14 18:31:48,,,1,,,,,,,
409056,2019-03-10 05:38:50,31,,,,,,,,,
409058,2017-05-18 14:16:02,19,,,,,,,,,
409089,2018-10-29 04:40:05,,,1,,,,,,,
409095,2017-09-19 22:32:09,,,,,,,,,,
409131,2019-02-15 14:51:46,,,1,,,,,,,
409162,2019-02-25 15:05:42,975,1,21,,,,,,,13
409163,2019-02-18 16:22:25,51,,88,,,,,,,
409165,2018-12-15 17:40:48,38,,,,,,,,,
409182,2019-03-03 09:52:01,28,,2,,4,,,,,
409209,2019-02-17 14:41:59,,,1,,,,,,,
409211,2018-11-01 04:36:50,31,,,,,,,,,
409257,2019-02-21 16:03:29,31,,,,,,,,,
409272,2018-11-01 16:51:50,31,,,,,,,,,
409346,2018-11-16 04:31:10,,,1,,,,,,,
409382,2019-03-14 14:41:37,31,,,,,,,,,
409414,2018-08-13 12:11:44,31,,,,,,,,,
409417,2018-08-07 15:30:33,,,1,,,,,,,
409435,2018-01-24 10:11:10,,,,,,,,,,
409489,2019-03-14 14:40:34,39,,28,,,,,,,
409507,2019-03-05 10:04:27,,,1,,,,,,,
409511,2019-01-07 10:52:00,31,,,,,,,,,
409514,2019-03-08 15:42:36,34,,1,2,,,,,,
409543,2018-06-30 04:48:46,,,1,,,,,,,
409602,2019-03-17 11:52:46,,,1,,,,,,,
409781,2018-11-28 04:30:20,31,,,,,,,,,
409805,2019-02-21 16:50:42,51,,128,,,,,,,
409813,2019-02-05 13:02:09,,,1,,,,,,,
409882,2019-02-28 05:37:28,31,,,,,,,,,
409894,2019-03-09 15:02:40,,,1,,,,,,,
409915,2018-12-01 08:43:17,31,,,,,,,,,
409921,2018-09-04 17:11:36,,,1,,,,,,,
409963,2019-02-17 05:36:35,,,1,,,,,,,
409991,2019-03-06 11:54:05,,,,,,,,,,
410013,2019-02-24 12:22:12,,,1,,,,,,,
410038,2018-11-02 14:32:28,38,,,,,,,,,
410045,2019-02-25 05:35:19,,,1,,,,,,,
410055,2019-02-20 18:51:49,,,1,,,,,,,
410080,2019-02-26 07:02:53,,,1,,,,,,,
410091,2019-03-13 15:12:43,,,1,,,,,,,
410098,2019-02-20 11:02:05,31,,,,,,,,,
410150,2019-02-28 18:05:35,22,1,60,,,,,,,7
410190,2019-03-16 12:41:48,,,1,,,,,,,
410192,2018-12-13 11:51:55,,,1,,,,,,,
410196,2018-02-25 14:07:29,19,,,,,,,,,
410201,2019-03-16 12:49:51,7,1,3,,,,,,,
410222,2019-01-25 10:44:49,,,,,,,,,,
410266,2019-03-05 05:35:28,,,1,,,,,,,
410267,2019-02-21 05:48:34,,,1,,,,,,,
410271,2018-01-05 01:28:39,31,,,,,,,,,
410283,2019-03-09 05:39:13,,,1,,,,,,,
410290,2019-02-23 17:02:36,,,1,,,,,,,
410334,2018-12-04 20:21:20,,,1,,,,,,,
410352,2019-02-23 10:46:00,,,394,,,,,,,
410397,2018-12-20 04:37:56,,,1,,,,,,,
410402,2019-02-25 16:22:03,34,,1,2,,,,,,
410405,2019-01-16 13:54:37,,,1,,,,,,,
410471,2019-03-11 10:52:40,,,1,,,,,,,
410499,2019-02-14 05:35:30,,,1,,,,,,,
410534,2019-02-22 17:30:09,,,394,,,,,,,
410536,2018-12-20 04:38:56,31,,,,,,,,,
410555,2019-03-02 07:03:31,,,1,,,,,,,
410557,2019-03-05 16:52:33,,,,,,,,,,
410570,2019-02-28 05:35:56,,,1,,,,,,,
410594,2019-03-04 05:35:00,,,1,,,,,,,
410602,2019-02-11 05:36:56,31,,,,,,,,,
410638,2018-02-27 09:43:38,26,,,,,,,,,
410705,2018-01-05 01:37:28,,,1,,,,,,,
410708,2019-02-28 10:32:08,31,,,,,,,,,
410777,2019-03-12 12:53:39,,,1,,,,,,,
410799,2019-02-28 18:12:13,,,1,,,,,,,
410844,2019-02-21 07:03:05,,,1,,,,,,,
410846,2019-02-21 05:36:08,,,1,,,,,,,
410847,2019-03-13 05:38:36,,,,,,,,,,
410869,2019-02-17 05:36:09,31,,,,,,,,,
410894,2019-01-24 17:02:05,34,,1,2,,,,,,
410921,2018-11-04 09:51:46,,,1,,,,,,,
410940,2019-02-23 15:56:10,44,1,4,,,,,,,
410945,2018-07-01 04:39:16,,,1,,,,,,,
410967,2018-12-19 04:38:48,,,1,,,,,,,
410984,2019-03-03 23:51:42,,,,,,,,,,
411020,2018-01-03 12:12:16,,,1,,,,,,,
411021,2018-10-09 17:20:57,,,1,,,,,,,
411056,2019-03-11 09:23:54,31,,,,,,,,,
411066,2019-02-25 05:40:46,31,,,,,,,,,
411069,2018-07-31 18:37:28,22,,1,,,,,,,
411109,2019-03-05 12:52:37,,,,,,,,,,
411121,2019-03-15 17:52:36,,,,,,,,,,
411122,2019-01-17 05:37:46,31,,,,,,,,,
411124,2019-03-07 11:06:43,,,,,,,,,,
411152,2019-03-12 17:52:30,,,,,,,,,,
411216,2019-03-16 07:08:34,31,,,,,,,,,
411219,2019-02-02 05:35:34,,,1,,,,,,,
